Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
QA Engineer,"Test Automation, Selenium, JIRA",1.7,B.Tech in Computer Science,ISTQB,8.1,44.05,credible,Glassdoor
Cloud Engineer,"AWS, DevOps, Azure",0.1,B.Tech in Computer Science,AWS Solutions Architect,5.97,23.01,credible,LinkedIn
Frontend Developer,"Vue.js, JavaScript, CSS",8.9,BS in Web Development,NA,6.54,34.57,credible,Glassdoor
Full Stack Developer,"Django, MongoDB, Node.js",5.2,B.Tech in Computer Applications,NA,7.28,31.24,credible,Company Website
DevOps Engineer,"Terraform, Docker, CI/CD",7.7,B.Tech in Information Technology,Docker Certified Associate,5.05,34.65,credible,LinkedIn
Embedded Software Engineer,"IoT, RTOS, C++",8.3,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.55,56.15,credible,LinkedIn
Cybersecurity Analyst,"Network Security, SIEM, Penetration Testing",3.6,MS in Information Security,CISSP,7.54,44.32,credible,Glassdoor
Product Manager,"Scrum, JIRA, User Research",4.8,BBA in Product Management,Certified Scrum Product Owner,7.58,47.64,credible,Glassdoor
Cloud Engineer,"Terraform, AWS, Azure",0.0,MS in Cloud Computing,AWS Solutions Architect,9.38,50.04,credible,Indeed
AI/ML Engineer,"Computer Vision, TensorFlow, NLP",5.4,PhD in AI,Google Professional ML Engineer,6.44,40.02,credible,LinkedIn
Cybersecurity Analyst,"Penetration Testing, Network Security, SIEM",7.2,BS in Cybersecurity,CompTIA Security+,8.26,59.08,credible,Indeed
Software Engineer,"Algorithms, Java, Python",4.4,B.Tech in Computer Science,NA,6.98,26.84,credible,Glassdoor
Cloud Engineer,"DevOps, Google Cloud, AWS",4.3,MS in Cloud Computing,AWS Solutions Architect,5.99,33.67,credible,Indeed
DevOps Engineer,"Terraform, CI/CD, Docker",8.7,MS in Cloud Computing,AWS Certified DevOps Engineer,8.55,65.15,credible,LinkedIn
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SOC",4.9,BS in Cybersecurity,CISSP,6.75,41.25,credible,LinkedIn
DevOps Engineer,"Docker, Kubernetes, Terraform",5.6,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.62,41.96,credible,Company Website
Product Manager,"Roadmap Planning, Agile, User Research",5.3,MBA in Technology Management,Certified Scrum Product Owner,7.4,47.45,credible,Company Website
Product Manager,"User Research, Scrum, JIRA",10.7,MBA in Technology Management,Certified Scrum Product Owner,7.34,60.47,credible,LinkedIn
Backend Developer,"Spring Boot, Flask, Node.js",4.1,B.Tech in Software Engineering,NA,6.29,20.57,credible,LinkedIn
Frontend Developer,"Vue.js, React, CSS",4.4,BS in Web Development,NA,7.7,32.6,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, Network Security",10.1,MS in Information Security,CISSP,5.87,47.21,credible,Glassdoor
Frontend Developer,"Angular, React, Vue.js",3.7,BS in Web Development,NA,6.66,22.53,credible,Indeed
Frontend Developer,"Angular, CSS, React",11.9,MS in UI/UX Design,NA,7.54,50.07,credible,Company Website
Business Analyst,"Stakeholder Management, Data Analysis, SQL",3.0,BBA in Business Analytics,Certified Business Analysis Professional,9.87,61.46,credible,Company Website
Embedded Software Engineer,"C++, C, RTOS",7.6,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.96,41.68,credible,LinkedIn
Product Manager,"JIRA, Scrum, Agile",1.5,MBA in Technology Management,Certified Scrum Product Owner,8.11,43.63,credible,Indeed
Cloud Engineer,"AWS, Terraform, DevOps",0.0,MS in Cloud Computing,Azure Fundamentals,7.31,33.48,credible,Indeed
Cybersecurity Analyst,"Network Security, SOC, SIEM",2.8,BS in Cybersecurity,CEH,6.38,33.04,credible,Indeed
Backend Developer,"Flask, Node.js, Django",7.6,M.Tech in Software Systems,NA,8.08,43.64,credible,LinkedIn
DevOps Engineer,"AWS, Docker, Kubernetes",0.5,MS in Cloud Computing,AWS Certified DevOps Engineer,7.06,32.73,credible,LinkedIn
Embedded Software Engineer,"RTOS, Microcontrollers, IoT",2.3,MS in IoT,ARM Certified Embedded Developer,5.59,25.47,credible,Indeed
DevOps Engineer,"Terraform, CI/CD, Kubernetes",7.3,MS in Cloud Computing,AWS Certified DevOps Engineer,7.53,53.49,credible,Glassdoor
Cloud Engineer,"Azure, DevOps, Terraform",0.0,B.Tech in Computer Science,AWS Solutions Architect,5.16,16.28,credible,Glassdoor
Cybersecurity Analyst,"Ethical Hacking, SIEM, SOC",7.9,MS in Information Security,CompTIA Security+,7.8,57.15,credible,Indeed
Software Engineer,"Data Structures, C++, Java",0.0,BS in Software Engineering,NA,6.58,12.64,credible,Company Website
Product Manager,"Scrum, Roadmap Planning, JIRA",9.5,MBA in Technology Management,Certified Scrum Product Owner,6.4,49.95,credible,Company Website
Database Administrator,"Database Optimization, MongoDB, MySQL",0.0,BS in Database Management,Oracle Certified DBA,8.85,45.8,credible,Glassdoor
Backend Developer,"Spring Boot, GraphQL, Django",2.9,M.Tech in Software Systems,NA,7.86,30.13,credible,LinkedIn
DevOps Engineer,"Terraform, CI/CD, AWS",1.7,B.Tech in Information Technology,AWS Certified DevOps Engineer,10.0,59.25,credible,Indeed
Full Stack Developer,"Django, React, Express",5.4,MS in Full Stack Development,NA,7.9,36.7,credible,LinkedIn
AI/ML Engineer,"TensorFlow, NLP, Computer Vision",0.6,BS in AI & ML,Deep Learning Specialization,6.06,24.98,credible,LinkedIn
AI/ML Engineer,"PyTorch, Reinforcement Learning, NLP",2.5,PhD in AI,Google Professional ML Engineer,5.74,27.17,credible,Glassdoor
Database Administrator,"PostgreSQL, MySQL, MongoDB",1.4,MS in Data Engineering,AWS Database Specialty,10.0,58.5,credible,Company Website
Cybersecurity Analyst,"SIEM, Ethical Hacking, Penetration Testing",4.5,BS in Cybersecurity,CISSP,7.56,46.73,credible,Glassdoor
QA Engineer,"Selenium, Test Automation, JIRA",7.9,MS in Software Testing,Certified Selenium Tester,6.25,44.75,credible,LinkedIn
Database Administrator,"SQL, Database Optimization, MongoDB",4.0,BS in Database Management,AWS Database Specialty,5.85,31.8,credible,Indeed
QA Engineer,"Test Automation, JUnit, Bug Tracking",5.1,B.Tech in Computer Science,ISTQB,10.0,67.75,credible,Indeed
Cloud Engineer,"AWS, Google Cloud, Azure",5.4,MS in Cloud Computing,Azure Fundamentals,8.07,53.06,credible,Glassdoor
Software Engineer,"Python, C++, Java",1.3,M.Tech in Computer Science,NA,5.88,10.29,credible,LinkedIn
System Administrator,"Windows Server, Networking, Linux",1.1,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.43,37.19,credible,Company Website
AI/ML Engineer,"NLP, Reinforcement Learning, TensorFlow",3.2,BS in AI & ML,Google Professional ML Engineer,6.07,31.56,credible,Glassdoor
Cybersecurity Analyst,"SOC, Ethical Hacking, Network Security",6.0,BS in Cybersecurity,CEH,9.15,63.2,credible,Indeed
Frontend Developer,"CSS, JavaScript, Vue.js",6.6,BS in Web Development,NA,8.28,42.74,credible,Indeed
QA Engineer,"JIRA, Bug Tracking, Test Automation",4.6,B.Tech in Computer Science,Certified Selenium Tester,6.76,40.58,credible,Glassdoor
Backend Developer,"Node.js, GraphQL, Spring Boot",1.6,B.Tech in Software Engineering,NA,8.99,35.92,credible,Glassdoor
Product Manager,"Agile, Roadmap Planning, Scrum",5.5,BBA in Product Management,Certified Scrum Product Owner,7.07,45.31,credible,Indeed
AI/ML Engineer,"TensorFlow, PyTorch, Reinforcement Learning",6.0,BS in AI & ML,Google Professional ML Engineer,7.27,48.16,credible,Indeed
AI/ML Engineer,"NLP, Computer Vision, Reinforcement Learning",8.6,MS in Deep Learning,Deep Learning Specialization,6.29,46.82,credible,Indeed
Cybersecurity Analyst,"SIEM, Penetration Testing, Ethical Hacking",8.8,MS in Information Security,CompTIA Security+,7.22,54.76,credible,LinkedIn
Business Analyst,"Excel, Stakeholder Management, Tableau",12.8,BBA in Business Analytics,Certified Business Analysis Professional,5.81,53.48,credible,Indeed
Product Manager,"JIRA, Scrum, Roadmap Planning",4.5,BBA in Product Management,Certified Scrum Product Owner,6.07,34.81,credible,LinkedIn
Product Manager,"Scrum, Roadmap Planning, User Research",6.9,BBA in Product Management,Certified Scrum Product Owner,5.76,38.33,credible,Company Website
AI/ML Engineer,"TensorFlow, Reinforcement Learning, NLP",5.2,BS in AI & ML,Google Professional ML Engineer,6.63,41.04,credible,Glassdoor
Embedded Software Engineer,"C, Microcontrollers, RTOS",0.3,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.34,26.47,credible,Indeed
QA Engineer,"Test Automation, JIRA, Bug Tracking",8.5,B.Tech in Computer Science,Certified Selenium Tester,7.13,53.29,credible,Company Website
DevOps Engineer,"Docker, Kubernetes, Terraform",5.6,B.Tech in Information Technology,AWS Certified DevOps Engineer,9.11,61.88,credible,LinkedIn
DevOps Engineer,"Kubernetes, CI/CD, Terraform",10.7,MS in Cloud Computing,AWS Certified DevOps Engineer,7.97,65.51,credible,LinkedIn
Software Engineer,"C++, Data Structures, Python",0.8,BS in Software Engineering,NA,8.62,30.96,credible,Glassdoor
Full Stack Developer,"Express, React, Django",2.1,MS in Full Stack Development,NA,8.81,35.73,credible,Company Website
Frontend Developer,"Angular, Vue.js, React",5.4,BS in Web Development,NA,5.72,19.26,credible,Indeed
Cybersecurity Analyst,"SIEM, Ethical Hacking, SOC",7.0,MS in Information Security,CISSP,9.12,65.46,credible,Indeed
Frontend Developer,"Vue.js, JavaScript, CSS",1.3,MS in UI/UX Design,NA,8.94,34.77,credible,Glassdoor
Full Stack Developer,"React, MongoDB, Django",7.5,B.Tech in Computer Applications,NA,7.35,37.55,credible,Company Website
QA Engineer,"Test Automation, JIRA, JUnit",6.7,MS in Software Testing,ISTQB,7.04,48.07,credible,Company Website
QA Engineer,"JUnit, JIRA, Bug Tracking",3.5,MS in Software Testing,ISTQB,8.08,48.39,credible,Indeed
Backend Developer,"GraphQL, Spring Boot, Node.js",0.5,M.Tech in Software Systems,NA,6.6,14.05,credible,Indeed
Software Engineer,"Python, Data Structures, Algorithms",0.5,M.Tech in Computer Science,NA,7.2,18.85,credible,Glassdoor
Full Stack Developer,"Django, Node.js, MongoDB",1.8,MS in Full Stack Development,NA,8.07,29.06,credible,Indeed
QA Engineer,"JUnit, Test Automation, Selenium",4.7,MS in Software Testing,Certified Selenium Tester,5.84,33.47,credible,LinkedIn
AI/ML Engineer,"Reinforcement Learning, TensorFlow, NLP",11.6,PhD in AI,Deep Learning Specialization,5.76,50.08,credible,Glassdoor
System Administrator,"Firewall, Linux, Windows Server",5.2,MS in Systems Engineering,Red Hat Certified Engineer,6.57,40.56,credible,Indeed
DevOps Engineer,"Terraform, Kubernetes, Docker",2.8,B.Tech in Information Technology,AWS Certified DevOps Engineer,8.74,51.92,credible,LinkedIn
QA Engineer,"Bug Tracking, JUnit, JIRA",2.0,MS in Software Testing,Certified Selenium Tester,6.7,33.6,credible,Company Website
AI/ML Engineer,"NLP, PyTorch, Reinforcement Learning",3.3,MS in Deep Learning,Google Professional ML Engineer,7.72,45.01,credible,Company Website
Backend Developer,"Spring Boot, Node.js, GraphQL",3.2,M.Tech in Software Systems,NA,6.73,21.84,credible,Company Website
Cybersecurity Analyst,"Network Security, SOC, SIEM",4.8,MS in Information Security,CISSP,8.14,52.12,credible,Company Website
Cloud Engineer,"Google Cloud, Terraform, AWS",2.1,B.Tech in Computer Science,AWS Solutions Architect,9.59,56.97,credible,Company Website
System Administrator,"Bash Scripting, Networking, Linux",9.5,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.75,60.75,credible,LinkedIn
Embedded Software Engineer,"Microcontrollers, IoT, C++",1.9,MS in IoT,ARM Certified Embedded Developer,8.19,45.27,credible,Glassdoor
Software Engineer,"Python, Java, Data Structures",9.7,BS in Software Engineering,NA,10.0,64.25,credible,Company Website
Software Engineer,"Java, Data Structures, Python",3.5,BS in Software Engineering,NA,8.16,34.03,credible,Glassdoor
AI/ML Engineer,"NLP, Computer Vision, Reinforcement Learning",7.3,PhD in AI,Google Professional ML Engineer,8.62,62.21,credible,LinkedIn
Business Analyst,"Tableau, Stakeholder Management, SQL",1.4,MBA in Data Analytics,Certified Business Analysis Professional,6.98,34.34,credible,LinkedIn
Product Manager,"Scrum, Agile, JIRA",4.1,BBA in Product Management,Certified Scrum Product Owner,9.08,57.89,credible,Company Website
Cybersecurity Analyst,"SOC, Network Security, Ethical Hacking",5.2,BS in Cybersecurity,CEH,8.44,55.52,credible,Glassdoor
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SOC",7.1,BS in Cybersecurity,CISSP,7.02,48.91,credible,LinkedIn
Business Analyst,"Excel, SQL, Data Analysis",5.8,MBA in Data Analytics,Certified Business Analysis Professional,8.55,57.9,credible,Indeed
Business Analyst,"Data Analysis, Tableau, SQL",3.3,MBA in Data Analytics,Certified Business Analysis Professional,8.18,48.69,credible,LinkedIn
System Administrator,"Linux, Networking, Firewall",2.1,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.76,34.33,credible,LinkedIn
Data Scientist,"R, Statistics, Deep Learning",4.6,BS in Data Science,AWS Machine Learning,5.22,28.26,credible,Glassdoor
Cybersecurity Analyst,"Network Security, Ethical Hacking, SIEM",0.0,MS in Information Security,CEH,8.91,46.28,credible,Indeed
DevOps Engineer,"CI/CD, Docker, Kubernetes",1.1,B.Tech in Information Technology,Docker Certified Associate,5.29,20.07,credible,Company Website
QA Engineer,"Test Automation, JUnit, Bug Tracking",12.6,B.Tech in Computer Science,Certified Selenium Tester,7.09,63.22,credible,LinkedIn
Full Stack Developer,"MongoDB, Node.js, Express",1.1,B.Tech in Computer Applications,NA,7.55,23.15,credible,Indeed
System Administrator,"Networking, Bash Scripting, Windows Server",4.9,BS in IT Administration,Microsoft Certified Solutions Expert,7.95,50.85,credible,Indeed
Product Manager,"User Research, Scrum, Roadmap Planning",5.2,MBA in Technology Management,Certified Scrum Product Owner,8.51,56.08,credible,Glassdoor
System Administrator,"Firewall, Networking, Bash Scripting",0.6,BS in IT Administration,Microsoft Certified Solutions Expert,8.54,44.82,credible,Indeed
Backend Developer,"Flask, Django, Spring Boot",2.1,M.Tech in Software Systems,NA,8.59,33.97,credible,Indeed
QA Engineer,"Bug Tracking, Selenium, Test Automation",4.5,B.Tech in Computer Science,ISTQB,8.25,52.25,credible,Company Website
DevOps Engineer,"AWS, CI/CD, Terraform",9.5,MS in Cloud Computing,AWS Certified DevOps Engineer,7.64,59.87,credible,Company Website
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, Network Security",5.9,MS in Information Security,CISSP,8.44,57.27,credible,Indeed
Cybersecurity Analyst,"Penetration Testing, Network Security, SOC",8.7,BS in Cybersecurity,CEH,7.11,53.63,credible,LinkedIn
QA Engineer,"Selenium, JUnit, JIRA",6.7,B.Tech in Computer Science,Certified Selenium Tester,7.56,52.23,credible,Company Website
QA Engineer,"JUnit, Test Automation, Selenium",7.4,B.Tech in Computer Science,Certified Selenium Tester,6.14,42.62,credible,Indeed
Cloud Engineer,"Google Cloud, DevOps, Terraform",7.1,MS in Cloud Computing,AWS Solutions Architect,8.54,61.07,credible,Glassdoor
Business Analyst,"SQL, Data Analysis, Stakeholder Management",5.5,BBA in Business Analytics,Certified Business Analysis Professional,6.02,36.91,credible,LinkedIn
Database Administrator,"MongoDB, PostgreSQL, Database Optimization",6.2,MS in Data Engineering,Oracle Certified DBA,8.57,59.06,credible,Indeed
Data Scientist,"Machine Learning, Statistics, Python",6.5,BS in Data Science,AWS Machine Learning,7.54,51.57,credible,LinkedIn
System Administrator,"Windows Server, Linux, Bash Scripting",6.1,BS in IT Administration,Microsoft Certified Solutions Expert,8.07,54.81,credible,LinkedIn
QA Engineer,"Selenium, Test Automation, JIRA",2.6,MS in Software Testing,ISTQB,7.38,40.54,credible,Company Website
Frontend Developer,"React, Angular, Vue.js",2.5,BS in Web Development,NA,9.42,41.61,credible,Company Website
Cloud Engineer,"AWS, Google Cloud, Azure",3.3,B.Tech in Computer Science,Azure Fundamentals,9.83,61.89,credible,Indeed
DevOps Engineer,"Docker, AWS, CI/CD",8.9,MS in Cloud Computing,Docker Certified Associate,8.75,67.25,credible,Indeed
Database Administrator,"MySQL, Database Optimization, SQL",2.7,BS in Database Management,AWS Database Specialty,8.01,45.83,credible,Glassdoor
Embedded Software Engineer,"RTOS, C, Microcontrollers",1.4,MS in IoT,ARM Certified Embedded Developer,7.84,41.22,credible,LinkedIn
Business Analyst,"Tableau, Data Analysis, SQL",6.8,BBA in Business Analytics,Certified Business Analysis Professional,6.78,46.24,credible,LinkedIn
Database Administrator,"MongoDB, MySQL, Database Optimization",8.2,BS in Database Management,Oracle Certified DBA,9.53,71.74,credible,Glassdoor
AI/ML Engineer,"Computer Vision, Reinforcement Learning, TensorFlow",4.3,PhD in AI,Deep Learning Specialization,6.66,39.03,credible,Indeed
System Administrator,"Windows Server, Firewall, Linux",7.3,BS in IT Administration,Microsoft Certified Solutions Expert,7.79,55.57,credible,LinkedIn
Embedded Software Engineer,"Microcontrollers, RTOS, C",7.1,MS in IoT,ARM Certified Embedded Developer,7.95,56.35,credible,Indeed
Business Analyst,"Data Analysis, SQL, Tableau",6.1,BBA in Business Analytics,Certified Business Analysis Professional,6.43,41.69,credible,Company Website
Backend Developer,"GraphQL, Flask, Spring Boot",3.5,M.Tech in Software Systems,NA,7.62,29.71,credible,Company Website
System Administrator,"Windows Server, Bash Scripting, Networking",6.5,BS in IT Administration,Microsoft Certified Solutions Expert,8.05,55.65,credible,Glassdoor
Cloud Engineer,"Google Cloud, Azure, Terraform",5.9,B.Tech in Computer Science,AWS Solutions Architect,7.18,47.19,credible,LinkedIn
AI/ML Engineer,"Reinforcement Learning, PyTorch, NLP",9.7,MS in Deep Learning,Deep Learning Specialization,7.05,55.65,credible,Glassdoor
Cybersecurity Analyst,"Ethical Hacking, SIEM, Network Security",8.1,BS in Cybersecurity,CEH,5.77,41.41,credible,Indeed
