Job Role,Skills,Experience (Years),Education,Certifications,CGPA,Job Fit Score,Type,Source
QA Engineer,"Test Automation, Selenium, JIRA",1.7,B.Tech in Computer Science,ISTQB,8.1,12.98,credible,Glassdoor
Cloud Engineer,"AWS, DevOps, Azure",0.1,B.Tech in Computer Science,AWS Solutions Architect,5.97,5.95,credible,LinkedIn
Frontend Developer,"Vue.js, JavaScript, CSS",8.9,BS in Web Development,NA,6.54,8.18,credible,Glassdoor
Full Stack Developer,"Django, MongoDB, Node.js",5.2,B.Tech in Computer Applications,NA,7.28,8.92,credible,Company Website
DevOps Engineer,"Terraform, Docker, CI/CD",7.7,B.Tech in Information Technology,Docker Certified Associate,5.05,6.23,credible,LinkedIn
Embedded Software Engineer,"IoT, RTOS, C++",8.3,B.Tech in Embedded Systems,ARM Certified Embedded Developer,7.55,13.97,credible,LinkedIn
Cybersecurity Analyst,"Network Security, SIEM, Penetration Testing",3.6,MS in Information Security,CISSP,7.54,12.06,credible,Glassdoor
Product Manager,"Scrum, JIRA, User Research",4.8,BBA in Product Management,Certified Scrum Product Owner,7.58,12.66,credible,Glassdoor
Cloud Engineer,"Terraform, AWS, Azure",0.0,MS in Cloud Computing,AWS Solutions Architect,9.38,16.14,credible,Indeed
AI/ML Engineer,"Computer Vision, TensorFlow, NLP",5.4,PhD in AI,Google Professional ML Engineer,6.44,9.48,credible,LinkedIn
Cybersecurity Analyst,"Penetration Testing, Network Security, SIEM",7.2,BS in Cybersecurity,CompTIA Security+,8.26,15.66,credible,Indeed
Software Engineer,"Algorithms, Java, Python",4.4,B.Tech in Computer Science,NA,6.98,7.7,credible,Glassdoor
Cloud Engineer,"DevOps, Google Cloud, AWS",4.3,MS in Cloud Computing,AWS Solutions Architect,5.99,7.69,credible,Indeed
DevOps Engineer,"Terraform, CI/CD, Docker",8.7,MS in Cloud Computing,AWS Certified DevOps Engineer,8.55,17.13,credible,LinkedIn
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SOC",4.9,BS in Cybersecurity,CISSP,6.75,10.21,credible,LinkedIn
DevOps Engineer,"Docker, Kubernetes, Terraform",5.6,B.Tech in Information Technology,AWS Certified DevOps Engineer,6.62,10.1,credible,Company Website
Product Manager,"Roadmap Planning, Agile, User Research",5.3,MBA in Technology Management,Certified Scrum Product Owner,7.4,12.32,credible,Company Website
Product Manager,"User Research, Scrum, JIRA",10.7,MBA in Technology Management,Certified Scrum Product Owner,7.34,14.3,credible,LinkedIn
Backend Developer,"Spring Boot, Flask, Node.js",4.1,B.Tech in Software Engineering,NA,6.29,5.51,credible,LinkedIn
Frontend Developer,"Vue.js, React, CSS",4.4,BS in Web Development,NA,7.7,9.86,credible,Company Website
Cybersecurity Analyst,"Penetration Testing, Ethical Hacking, Network Security",10.1,MS in Information Security,CISSP,5.87,9.65,credible,Glassdoor
Frontend Developer,"Angular, React, Vue.js",3.7,BS in Web Development,NA,6.66,6.46,credible,Indeed
Frontend Developer,"Angular, CSS, React",11.9,MS in UI/UX Design,NA,7.54,12.38,credible,Company Website
Business Analyst,"Stakeholder Management, Data Analysis, SQL",3.0,BBA in Business Analytics,Certified Business Analysis Professional,9.87,18.81,credible,Company Website
Embedded Software Engineer,"C++, C, RTOS",7.6,B.Tech in Embedded Systems,ARM Certified Embedded Developer,5.96,8.92,credible,LinkedIn
Product Manager,"JIRA, Scrum, Agile",1.5,MBA in Technology Management,Certified Scrum Product Owner,8.11,12.93,credible,Indeed
Cloud Engineer,"AWS, Terraform, DevOps",0.0,MS in Cloud Computing,Azure Fundamentals,7.31,9.93,credible,Indeed
Cybersecurity Analyst,"Network Security, SOC, SIEM",2.8,BS in Cybersecurity,CEH,6.38,8.26,credible,Indeed
Backend Developer,"Flask, Node.js, Django",7.6,M.Tech in Software Systems,NA,8.08,12.28,credible,LinkedIn
DevOps Engineer,"AWS, Docker, Kubernetes",0.5,MS in Cloud Computing,AWS Certified DevOps Engineer,7.06,9.38,credible,LinkedIn
Embedded Software Engineer,"RTOS, Microcontrollers, IoT",2.3,MS in IoT,ARM Certified Embedded Developer,5.59,5.69,credible,Indeed
DevOps Engineer,"Terraform, CI/CD, Kubernetes",7.3,MS in Cloud Computing,AWS Certified DevOps Engineer,7.53,13.51,credible,Glassdoor
Cloud Engineer,"Azure, DevOps, Terraform",0.0,B.Tech in Computer Science,AWS Solutions Architect,5.16,3.48,credible,Glassdoor
Cybersecurity Analyst,"Ethical Hacking, SIEM, SOC",7.9,MS in Information Security,CompTIA Security+,7.8,14.56,credible,Indeed
Software Engineer,"Data Structures, C++, Java",0.0,BS in Software Engineering,NA,6.58,4.74,credible,Company Website
Product Manager,"Scrum, Roadmap Planning, JIRA",9.5,MBA in Technology Management,Certified Scrum Product Owner,6.4,11.0,credible,Company Website
Database Administrator,"Database Optimization, MongoDB, MySQL",0.0,BS in Database Management,Oracle Certified DBA,8.85,14.55,credible,Glassdoor
Backend Developer,"Spring Boot, GraphQL, Django",2.9,M.Tech in Software Systems,NA,7.86,9.74,credible,LinkedIn
DevOps Engineer,"Terraform, CI/CD, AWS",1.7,B.Tech in Information Technology,AWS Certified DevOps Engineer,10.0,18.68,credible,Indeed
Full Stack Developer,"Django, React, Express",5.4,MS in Full Stack Development,NA,7.9,10.86,credible,LinkedIn
AI/ML Engineer,"TensorFlow, NLP, Computer Vision",0.6,BS in AI & ML,Deep Learning Specialization,6.06,6.42,credible,LinkedIn
AI/ML Engineer,"PyTorch, Reinforcement Learning, NLP",2.5,PhD in AI,Google Professional ML Engineer,5.74,6.22,credible,Glassdoor
Database Administrator,"PostgreSQL, MySQL, MongoDB",1.4,MS in Data Engineering,AWS Database Specialty,10.0,18.56,credible,Company Website
Cybersecurity Analyst,"SIEM, Ethical Hacking, Penetration Testing",4.5,BS in Cybersecurity,CISSP,7.56,12.48,credible,Glassdoor
QA Engineer,"Selenium, Test Automation, JIRA",7.9,MS in Software Testing,Certified Selenium Tester,6.25,9.91,credible,LinkedIn
Database Administrator,"SQL, Database Optimization, MongoDB",4.0,BS in Database Management,AWS Database Specialty,5.85,7.15,credible,Indeed
QA Engineer,"Test Automation, JUnit, Bug Tracking",5.1,B.Tech in Computer Science,ISTQB,10.0,20.04,credible,Indeed
Cloud Engineer,"AWS, Google Cloud, Azure",5.4,MS in Cloud Computing,Azure Fundamentals,8.07,14.37,credible,Glassdoor
Software Engineer,"Python, C++, Java",1.3,M.Tech in Computer Science,NA,5.88,3.16,credible,LinkedIn
System Administrator,"Windows Server, Networking, Linux",1.1,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.43,10.73,credible,Company Website
AI/ML Engineer,"NLP, Reinforcement Learning, TensorFlow",3.2,BS in AI & ML,Google Professional ML Engineer,6.07,7.49,credible,Glassdoor
Cybersecurity Analyst,"SOC, Ethical Hacking, Network Security",6.0,BS in Cybersecurity,CEH,9.15,17.85,credible,Indeed
Frontend Developer,"CSS, JavaScript, Vue.js",6.6,BS in Web Development,NA,8.28,12.48,credible,Indeed
QA Engineer,"JIRA, Bug Tracking, Test Automation",4.6,B.Tech in Computer Science,Certified Selenium Tester,6.76,10.12,credible,Glassdoor
Backend Developer,"Node.js, GraphQL, Spring Boot",1.6,B.Tech in Software Engineering,NA,8.99,12.61,credible,Glassdoor
Product Manager,"Agile, Roadmap Planning, Scrum",5.5,BBA in Product Management,Certified Scrum Product Owner,7.07,11.41,credible,Indeed
AI/ML Engineer,"TensorFlow, PyTorch, Reinforcement Learning",6.0,BS in AI & ML,Google Professional ML Engineer,7.27,12.21,credible,Indeed
AI/ML Engineer,"NLP, Computer Vision, Reinforcement Learning",8.6,MS in Deep Learning,Deep Learning Specialization,6.29,10.31,credible,Indeed
Cybersecurity Analyst,"SIEM, Penetration Testing, Ethical Hacking",8.8,MS in Information Security,CompTIA Security+,7.22,13.18,credible,LinkedIn
Business Analyst,"Excel, Stakeholder Management, Tableau",12.8,BBA in Business Analytics,Certified Business Analysis Professional,5.81,10.55,credible,Indeed
Product Manager,"JIRA, Scrum, Roadmap Planning",4.5,BBA in Product Management,Certified Scrum Product Owner,6.07,8.01,credible,LinkedIn
Product Manager,"Scrum, Roadmap Planning, User Research",6.9,BBA in Product Management,Certified Scrum Product Owner,5.76,8.04,credible,Company Website
AI/ML Engineer,"TensorFlow, Reinforcement Learning, NLP",5.2,BS in AI & ML,Google Professional ML Engineer,6.63,9.97,credible,Glassdoor
Embedded Software Engineer,"C, Microcontrollers, RTOS",0.3,B.Tech in Embedded Systems,ARM Certified Embedded Developer,6.34,7.14,credible,Indeed
QA Engineer,"Test Automation, JIRA, Bug Tracking",8.5,B.Tech in Computer Science,Certified Selenium Tester,7.13,12.79,credible,Company Website
DevOps Engineer,"Docker, Kubernetes, Terraform",5.6,B.Tech in Information Technology,AWS Certified DevOps Engineer,9.11,17.57,credible,LinkedIn
DevOps Engineer,"Kubernetes, CI/CD, Terraform",10.7,MS in Cloud Computing,AWS Certified DevOps Engineer,7.97,16.19,credible,LinkedIn
Software Engineer,"C++, Data Structures, Python",0.8,BS in Software Engineering,NA,8.62,11.18,credible,Glassdoor
Full Stack Developer,"Express, React, Django",2.1,MS in Full Stack Development,NA,8.81,12.27,credible,Company Website
Frontend Developer,"Angular, Vue.js, React",5.4,BS in Web Development,NA,5.72,4.32,credible,Indeed
Cybersecurity Analyst,"SIEM, Ethical Hacking, SOC",7.0,MS in Information Security,CISSP,9.12,18.16,credible,Indeed
Frontend Developer,"Vue.js, JavaScript, CSS",1.3,MS in UI/UX Design,NA,8.94,12.34,credible,Glassdoor
Full Stack Developer,"React, MongoDB, Django",7.5,B.Tech in Computer Applications,NA,7.35,10.05,credible,Company Website
QA Engineer,"Test Automation, JIRA, JUnit",6.7,MS in Software Testing,ISTQB,7.04,11.8,credible,Company Website
QA Engineer,"JUnit, JIRA, Bug Tracking",3.5,MS in Software Testing,ISTQB,8.08,13.64,credible,Indeed
Backend Developer,"GraphQL, Spring Boot, Node.js",0.5,M.Tech in Software Systems,NA,6.6,5.0,credible,Indeed
Software Engineer,"Python, Data Structures, Algorithms",0.5,M.Tech in Computer Science,NA,7.2,6.8,credible,Glassdoor
Full Stack Developer,"Django, Node.js, MongoDB",1.8,MS in Full Stack Development,NA,8.07,9.93,credible,Indeed
QA Engineer,"JUnit, Test Automation, Selenium",4.7,MS in Software Testing,Certified Selenium Tester,5.84,7.4,credible,LinkedIn
AI/ML Engineer,"Reinforcement Learning, TensorFlow, NLP",11.6,PhD in AI,Deep Learning Specialization,5.76,9.92,credible,Glassdoor
System Administrator,"Firewall, Linux, Windows Server",5.2,MS in Systems Engineering,Red Hat Certified Engineer,6.57,9.79,credible,Indeed
DevOps Engineer,"Terraform, Kubernetes, Docker",2.8,B.Tech in Information Technology,AWS Certified DevOps Engineer,8.74,15.34,credible,LinkedIn
QA Engineer,"Bug Tracking, JUnit, JIRA",2.0,MS in Software Testing,Certified Selenium Tester,6.7,8.9,credible,Company Website
AI/ML Engineer,"NLP, PyTorch, Reinforcement Learning",3.3,MS in Deep Learning,Google Professional ML Engineer,7.72,12.48,credible,Company Website
Backend Developer,"Spring Boot, Node.js, GraphQL",3.2,M.Tech in Software Systems,NA,6.73,6.47,credible,Company Website
Cybersecurity Analyst,"Network Security, SOC, SIEM",4.8,MS in Information Security,CISSP,8.14,14.34,credible,Company Website
Cloud Engineer,"Google Cloud, Terraform, AWS",2.1,B.Tech in Computer Science,AWS Solutions Architect,9.59,17.61,credible,Company Website
System Administrator,"Bash Scripting, Networking, Linux",9.5,MS in Systems Engineering,Microsoft Certified Solutions Expert,7.75,15.05,credible,LinkedIn
Embedded Software Engineer,"Microcontrollers, IoT, C++",1.9,MS in IoT,ARM Certified Embedded Developer,8.19,13.33,credible,Glassdoor
Software Engineer,"Python, Java, Data Structures",9.7,BS in Software Engineering,NA,10.0,18.88,credible,Company Website
Software Engineer,"Java, Data Structures, Python",3.5,BS in Software Engineering,NA,8.16,10.88,credible,Glassdoor
AI/ML Engineer,"NLP, Computer Vision, Reinforcement Learning",7.3,PhD in AI,Google Professional ML Engineer,8.62,16.78,credible,LinkedIn
Business Analyst,"Tableau, Stakeholder Management, SQL",1.4,MBA in Data Analytics,Certified Business Analysis Professional,6.98,9.5,credible,LinkedIn
Product Manager,"Scrum, Agile, JIRA",4.1,BBA in Product Management,Certified Scrum Product Owner,9.08,16.88,credible,Company Website
Cybersecurity Analyst,"SOC, Network Security, Ethical Hacking",5.2,BS in Cybersecurity,CEH,8.44,15.4,credible,Glassdoor
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, SOC",7.1,BS in Cybersecurity,CISSP,7.02,11.9,credible,LinkedIn
Business Analyst,"Excel, SQL, Data Analysis",5.8,MBA in Data Analytics,Certified Business Analysis Professional,8.55,15.97,credible,Indeed
Business Analyst,"Data Analysis, Tableau, SQL",3.3,MBA in Data Analytics,Certified Business Analysis Professional,8.18,13.86,credible,LinkedIn
System Administrator,"Linux, Networking, Firewall",2.1,MS in Systems Engineering,Microsoft Certified Solutions Expert,6.76,9.12,credible,LinkedIn
Data Scientist,"R, Statistics, Deep Learning",4.6,BS in Data Science,AWS Machine Learning,5.22,5.5,credible,Glassdoor
Cybersecurity Analyst,"Network Security, Ethical Hacking, SIEM",0.0,MS in Information Security,CEH,8.91,14.73,credible,Indeed
DevOps Engineer,"CI/CD, Docker, Kubernetes",1.1,B.Tech in Information Technology,Docker Certified Associate,5.29,4.31,credible,Company Website
QA Engineer,"Test Automation, JUnit, Bug Tracking",12.6,B.Tech in Computer Science,Certified Selenium Tester,7.09,14.31,credible,LinkedIn
Full Stack Developer,"MongoDB, Node.js, Express",1.1,B.Tech in Computer Applications,NA,7.55,8.09,credible,Indeed
System Administrator,"Networking, Bash Scripting, Windows Server",4.9,BS in IT Administration,Microsoft Certified Solutions Expert,7.95,13.81,credible,Indeed
Product Manager,"User Research, Scrum, Roadmap Planning",5.2,MBA in Technology Management,Certified Scrum Product Owner,8.51,15.61,credible,Glassdoor
System Administrator,"Firewall, Networking, Bash Scripting",0.6,BS in IT Administration,Microsoft Certified Solutions Expert,8.54,13.86,credible,Indeed
Backend Developer,"Flask, Django, Spring Boot",2.1,M.Tech in Software Systems,NA,8.59,11.61,credible,Indeed
QA Engineer,"Bug Tracking, Selenium, Test Automation",4.5,B.Tech in Computer Science,ISTQB,8.25,14.55,credible,Company Website
DevOps Engineer,"AWS, CI/CD, Terraform",9.5,MS in Cloud Computing,AWS Certified DevOps Engineer,7.64,14.72,credible,Company Website
Cybersecurity Analyst,"Ethical Hacking, Penetration Testing, Network Security",5.9,MS in Information Security,CISSP,8.44,15.68,credible,Indeed
Cybersecurity Analyst,"Penetration Testing, Network Security, SOC",8.7,BS in Cybersecurity,CEH,7.11,12.81,credible,LinkedIn
QA Engineer,"Selenium, JUnit, JIRA",6.7,B.Tech in Computer Science,Certified Selenium Tester,7.56,13.36,credible,Company Website
QA Engineer,"JUnit, Test Automation, Selenium",7.4,B.Tech in Computer Science,Certified Selenium Tester,6.14,9.38,credible,Indeed
Cloud Engineer,"Google Cloud, DevOps, Terraform",7.1,MS in Cloud Computing,AWS Solutions Architect,8.54,16.46,credible,Glassdoor
Business Analyst,"SQL, Data Analysis, Stakeholder Management",5.5,BBA in Business Analytics,Certified Business Analysis Professional,6.02,8.26,credible,LinkedIn
Database Administrator,"MongoDB, PostgreSQL, Database Optimization",6.2,MS in Data Engineering,Oracle Certified DBA,8.57,16.19,credible,Indeed
Data Scientist,"Machine Learning, Statistics, Python",6.5,BS in Data Science,AWS Machine Learning,7.54,13.22,credible,LinkedIn
System Administrator,"Windows Server, Linux, Bash Scripting",6.1,BS in IT Administration,Microsoft Certified Solutions Expert,8.07,14.65,credible,LinkedIn
QA Engineer,"Selenium, Test Automation, JIRA",2.6,MS in Software Testing,ISTQB,7.38,11.18,credible,Company Website
Frontend Developer,"React, Angular, Vue.js",2.5,BS in Web Development,NA,9.42,14.26,credible,Company Website
Cloud Engineer,"AWS, Google Cloud, Azure",3.3,B.Tech in Computer Science,Azure Fundamentals,9.83,18.81,credible,Indeed
DevOps Engineer,"Docker, AWS, CI/CD",8.9,MS in Cloud Computing,Docker Certified Associate,8.75,17.81,credible,Indeed
Database Administrator,"MySQL, Database Optimization, SQL",2.7,BS in Database Management,AWS Database Specialty,8.01,13.11,credible,Glassdoor
Embedded Software Engineer,"RTOS, C, Microcontrollers",1.4,MS in IoT,ARM Certified Embedded Developer,7.84,12.08,credible,LinkedIn
Business Analyst,"Tableau, Data Analysis, SQL",6.8,BBA in Business Analytics,Certified Business Analysis Professional,6.78,11.06,credible,LinkedIn
Database Administrator,"MongoDB, MySQL, Database Optimization",8.2,BS in Database Management,Oracle Certified DBA,9.53,19.87,credible,Glassdoor
AI/ML Engineer,"Computer Vision, Reinforcement Learning, TensorFlow",4.3,PhD in AI,Deep Learning Specialization,6.66,9.7,credible,Indeed
System Administrator,"Windows Server, Firewall, Linux",7.3,BS in IT Administration,Microsoft Certified Solutions Expert,7.79,14.29,credible,LinkedIn
Embedded Software Engineer,"Microcontrollers, RTOS, C",7.1,MS in IoT,ARM Certified Embedded Developer,7.95,14.69,credible,Indeed
Business Analyst,"Data Analysis, SQL, Tableau",6.1,BBA in Business Analytics,Certified Business Analysis Professional,6.43,9.73,credible,Company Website
Backend Developer,"GraphQL, Flask, Spring Boot",3.5,M.Tech in Software Systems,NA,7.62,9.26,credible,Company Website
System Administrator,"Windows Server, Bash Scripting, Networking",6.5,BS in IT Administration,Microsoft Certified Solutions Expert,8.05,14.75,credible,Glassdoor
Cloud Engineer,"Google Cloud, Azure, Terraform",5.9,B.Tech in Computer Science,AWS Solutions Architect,7.18,11.9,credible,LinkedIn
AI/ML Engineer,"Reinforcement Learning, PyTorch, NLP",9.7,MS in Deep Learning,Deep Learning Specialization,7.05,13.03,credible,Glassdoor
Cybersecurity Analyst,"Ethical Hacking, SIEM, Network Security",8.1,BS in Cybersecurity,CEH,5.77,8.55,credible,Indeed
Cybersecurity Analyst,"SOC, Penetration Testing, SIEM",7.7,BS in Cybersecurity,CEH,5.17,6.59,credible,Glassdoor
